
Bogført;Tekst;Rentedato;Beløb;Saldo
10-03-2017;Dankort-nota A/S Shell Serv 32297;10-03-2017;-59,90;1982,24
08-03-2017;Dankort-nota RØNNE FISKEFOR 79332;08-03-2017;-40,50;2042,14
08-03-2017;Dankort-nota FRIDOLF A/S    52211;08-03-2017;-149,00;2082,64
08-03-2017;Dankort-nota FDB Kvickly Rø 13343;08-03-2017;-70,95;2231,64
08-03-2017;Dankort-nota Land & Fritid-8 5600;08-03-2017;-189,90;2302,59
08-03-2017;Dankort-nota Connis Hairshop  507;08-03-2017;-735,00;2492,49
08-03-2017;Dankort-nota REMA 1000 Rønn 31678;08-03-2017;-159,95;3227,49
07-03-2017;Bornholms Regionskom               Meddelnr. 02154158917066;07-03-2017;80,00;3387,44
06-03-2017;Dankort-nota Vibegård       17338;06-03-2017;-25,00;3307,44
06-03-2017;Dankort-nota konditor bager 96327;06-03-2017;-40,00;3332,44
06-03-2017;Dankort-nota REMA 1000 Rønne 9136;06-03-2017;-85,85;3372,44
06-03-2017;Dankort-nota Provianten     26194;06-03-2017;-150,00;3458,29
06-03-2017;Dankort-nota MATAS - 17796  18396;06-03-2017;-129,92;3608,29
06-03-2017;Dankort-nota MATAS - 17795  23730;06-03-2017;-159,92;3738,21
03-03-2017;Dankort-nota FDB Kvickly Rø 98592;03-03-2017;-297,21;3898,13
03-03-2017;Dankort-nota TELMORE A/S    MJ0XB;03-03-2017;-110,34;4195,34
02-03-2017;Dankort-nota Vibegård       17250;02-03-2017;-25,00;4305,68
01-03-2017;Bs betaling MASTERCARD;01-03-2017;-300,00;4330,68
01-03-2017;Dankort-nota Rønne Apotek   42688;01-03-2017;-293,90;4630,68
01-03-2017;Dankort-nota Jensens Bageri 16924;01-03-2017;-150,00;4924,58
01-03-2017;Dankort-nota SKORINGEN      14132;01-03-2017;-50,00;5074,58
28-02-2017;Bgs Gevinstopsparing;28-02-2017;-2000,00;5124,58
28-02-2017;Bgs Gevinstopsparing;28-02-2017;-2000,00;7124,58
28-02-2017;Bgs Gevinstopsparing;28-02-2017;-2000,00;9124,58
28-02-2017;Bgs budget;28-02-2017;-10000,00;11124,58
28-02-2017;Dankort-nota REMA 1000 Rønn 17865;28-02-2017;-168,25;21124,58
28-02-2017;Løn;28-02-2017;18873,74;21292,83
27-02-2017;Dankort-nota Vibegård       16894;27-02-2017;-31,00;2419,09
27-02-2017;Edankort-køb MobilePay      14381;27-02-2017;-15,00;2450,09
27-02-2017;Dankort-nota FDB Kvickly Rø 54459;27-02-2017;-134,00;2465,09
27-02-2017;Dankort-nota FDB Kvickly Rø 40588;27-02-2017;-40,00;2599,09
27-02-2017;Dankort-nota Netto Rønne     4943;27-02-2017;-110,00;2639,09
27-02-2017;Dankort-nota FDB Kvickly Rø 88723;27-02-2017;-167,90;2749,09
27-02-2017;Dankort-nota Netto Rønne    35676;27-02-2017;-89,35;2916,99
24-02-2017;Dankort-nota REMA 1000 Rønn 20077;24-02-2017;-159,35;3006,34
24-02-2017;Dankort-nota H&M 800         6011;24-02-2017;-378,00;3165,69
23-02-2017;Dankort-nota TELMORE A/S    GGX9B;23-02-2017;-179,66;3543,69
22-02-2017;Bgs Fra Gevinstopsparing;22-02-2017;3500,00;3723,35
22-02-2017;Dankort-nota Imerco Rønne   82346;22-02-2017;-169,95;223,35
22-02-2017;Dankort-nota Netto Rønne    33009;22-02-2017;-186,00;393,30
22-02-2017;Dankort-nota MATAS - 17795  22130;22-02-2017;-74,95;579,30
22-02-2017;Dankort-nota Vibegård       16720;22-02-2017;-58,00;654,25
21-02-2017;Dankort-nota RØNNE FISKEFOR 77831;21-02-2017;-96,00;712,25
21-02-2017;Dankort-nota FDB Kvickly Rø 63480;21-02-2017;-40,00;808,25
21-02-2017;Dankort-nota Vibegård       16568;21-02-2017;-35,00;848,25
20-02-2017;Dankort-nota REMA 1000 Rønn 17002;20-02-2017;-146,65;883,25
20-02-2017;Dankort-nota FDB Kvickly Rø 92405;20-02-2017;-312,45;1029,90
20-02-2017;Dankort-nota Netto Rønne    99757;20-02-2017;-138,00;1342,35
20-02-2017;Dankort-nota Land & Fritid-8 4484;20-02-2017;-199,90;1480,35
17-02-2017;Dankort-nota RØNNE FISKEFOR 77617;17-02-2017;-129,00;1680,25
17-02-2017;Dankort-nota REMA 1000 Rønn 14284;17-02-2017;-242,30;1809,25
17-02-2017;Dankort-nota FDB Kvickly Rø 51654;17-02-2017;-21,95;2051,55
16-02-2017;Dankort-nota Vibegård       16464;16-02-2017;-25,00;2073,50
15-02-2017;Dankort-nota FDB Kvickly Rø 51268;15-02-2017;-500,00;2098,50
15-02-2017;Dankort-nota Vibegård       16386;15-02-2017;-45,00;2598,50
15-02-2017;Dankort-nota Færgen Caterin 16638;15-02-2017;-269,80;2643,50
13-02-2017;Dankort-nota Irma 23021     40873;13-02-2017;-110,00;2913,30
13-02-2017;Dankort-nota Magasin, Kgs N 10205;13-02-2017;-164,70;3023,30
13-02-2017;Dankort-nota GRAND TEATRET  51036;13-02-2017;-140,00;3188,00
13-02-2017;Dankort-nota Magasin, Kgs N 25916;13-02-2017;-223,00;3328,00
13-02-2017;Dankort-nota Pilgrim        18653;13-02-2017;-238,50;3551,00
13-02-2017;Dankort-nota Berlin Bar ApS  1552;13-02-2017;-94,00;3789,50
13-02-2017;Dankort-nota Færgen Caterin 14136;13-02-2017;-133,90;3883,50
09-02-2017;Dankort-nota RØNNE FISKEFOR 76745;09-02-2017;-56,00;4017,40
09-02-2017;Dankort-nota Jensens Bageri 12238;09-02-2017;-60,00;4073,40
07-02-2017;Dankort-nota Vibegård       15880;07-02-2017;-25,00;4133,40
06-02-2017;Dankort-nota FDB Kvickly Rø 85776;06-02-2017;-113,70;4158,40
06-02-2017;Dankort-nota Rønne Apotek   34105;06-02-2017;-53,95;4272,10
06-02-2017;Dankort-nota REMA 1000 Rønne 4414;06-02-2017;-11,20;4326,05
06-02-2017;Dankort-nota FDB Kvickly Rø 79237;06-02-2017;-127,65;4337,25
06-02-2017;Dankort-nota FDB Kvickly Rø 48168;06-02-2017;-17,95;4464,90
06-02-2017;Dankort-nota RØNNE FISKEFOR 76428;06-02-2017;-386,00;4482,85
03-02-2017;Dankort-nota TELMORE A/S    85VDB;03-02-2017;-110,34;4868,85
01-02-2017;Bs betaling MASTERCARD;01-02-2017;-415,00;4979,19
31-01-2017;Bgs Gevinstopsparing;31-01-2017;-2300,00;5394,19
31-01-2017;Bgs budget;31-01-2017;-11500,00;7694,19
31-01-2017;Løn;31-01-2017;19390,01;19194,19
30-01-2017;Dankort-nota FDB Kvickly Rø 80985;30-01-2017;-297,69;-195,82
30-01-2017;Dankort-nota FDB Kvickly Rø 33837;30-01-2017;-34,00;101,87
30-01-2017;Dankort-nota Netto Vibegård 99924;30-01-2017;-290,28;135,87
30-01-2017;Dankort-nota jem&fix Rønne  91933;30-01-2017;-19,95;426,15
30-01-2017;Dankort-nota FDB Kvickly Rø 74626;30-01-2017;-172,90;446,10
30-01-2017;Dankort-nota FDB Kvickly Rø 33506;30-01-2017;-16,00;619,00
26-01-2017;Bgs Fra Gevinstopsparing;25-01-2017;1500,00;635,00
25-01-2017;Dankort-nota Vibegård       15292;25-01-2017;-25,00;-865,00
24-01-2017;Dankort-nota Netto Rønne    78604;24-01-2017;-86,95;-840,00
24-01-2017;Dankort-nota Vibegård       15220;24-01-2017;-55,00;-753,05
23-01-2017;Bgs Fra Gevinstopsparing;21-01-2017;1000,00;-698,05
23-01-2017;Dankort-nota Netto Vibegård 96147;23-01-2017;-250,29;-1698,05
23-01-2017;Dankort-nota Rønne Syd FDB  31640;23-01-2017;-41,40;-1447,76
23-01-2017;Dankort-nota Land & Fritid-8 3167;23-01-2017;-549,85;-1406,36
23-01-2017;Dankort-nota SIMON'S A/S    77094;23-01-2017;-400,00;-856,51
23-01-2017;Dankort-nota FDB Kvickly Rø 71674;23-01-2017;-127,95;-456,51
18-01-2017;Dankort-nota Netto Vibegård 75462;18-01-2017;-63,85;-328,56
18-01-2017;Dankort-nota Netto Rønne    73011;18-01-2017;-115,80;-264,71
18-01-2017;Dankort-nota FDB Kvickly Rø 52895;18-01-2017;-141,90;-148,91
18-01-2017;Dankort-nota WILLIAM DAMS BOG 473;18-01-2017;-199,95;-7,01
16-01-2017;Dankort-nota Fridolf A/S    54464;16-01-2017;-59,95;192,94
16-01-2017;Dankort-nota FRIDOLF A/S    39402;16-01-2017;-325,95;252,89
16-01-2017;Dankort-nota Vibegård       14845;16-01-2017;-50,00;578,84
16-01-2017;Dankort-nota Vibegård       14843;16-01-2017;-8,00;628,84
16-01-2017;Dankort-nota Vibegård       14841;16-01-2017;-50,00;636,84
16-01-2017;Dankort-nota jem&fix Rønne  86766;16-01-2017;-244,85;686,84
16-01-2017;Dankort-nota Ostehjørnet    84934;16-01-2017;-140,50;931,69
13-01-2017;Bgs Fra Gevinstopsparing;12-01-2017;1000,00;1072,19
12-01-2017;Pengeautomat den 12.01. kl. 10.51  0650-73 eksnr. 0037;12-01-2017;-300,00;72,19
12-01-2017;Dankort-nota Vibegård       14703;12-01-2017;-5,00;372,19
12-01-2017;Dankort-nota Vibegård       14665;12-01-2017;-25,00;377,19
11-01-2017;Dankort-nota Vibegård       14593;11-01-2017;-25,00;402,19
10-01-2017;Bgs Fra Gevinstopsparing;09-01-2017;1000,00;427,19
10-01-2017;Dankort-nota FDB Kvickly Rø 40251;10-01-2017;-250,00;-572,81
10-01-2017;Dankort-nota Vibegård       14489;10-01-2017;-25,00;-322,81
09-01-2017;Dankort-nota FDB Kvickly Rø 65531;09-01-2017;-114,95;-297,81
09-01-2017;Dankort-nota Jensens Bageri  8572;09-01-2017;-33,00;-182,86
09-01-2017;Dankort-nota Land & Fritid-8 1835;09-01-2017;-69,95;-149,86
09-01-2017;Bornholms Brandforsi;09-01-2017;103,00;-79,91
09-01-2017;Dankort-nota Færgen Caterin 98180;09-01-2017;-149,95;-182,91
09-01-2017;Dankort-nota M Lindevang RV 76616;09-01-2017;-200,00;-32,96
09-01-2017;Dankort-nota CONDITORI LA G 77748;09-01-2017;-102,00;167,04
09-01-2017;Dankort-nota CONDITORI LA G 18477;09-01-2017;-348,00;269,04
09-01-2017;Dankort-nota Illums Bolighu 20404;09-01-2017;-147,00;617,04
06-01-2017;Dankort-nota Netto Finsensv 76775;06-01-2017;-77,90;764,04
06-01-2017;Dankort-nota Magasin, Kgs N 52729;06-01-2017;-214,50;841,94
06-01-2017;Dankort-nota A/SGEORG JENSE 42192;06-01-2017;-225,00;1056,44
05-01-2017;Dankort-nota Magasin, Kgs N 51147;05-01-2017;-1949,25;1281,44
05-01-2017;Dankort-nota Færgen Catering 9692;05-01-2017;-49,95;3230,69
04-01-2017;Dankort-nota Netto Vibegård 60672;04-01-2017;-147,39;3280,64
03-01-2017;Dankort-nota TELMORE A/S    U86ZB;03-01-2017;-110,34;3428,03
02-01-2017;Bs betaling MASTERCARD;02-01-2017;-450,00;3538,37
02-01-2017;Bgs Gevinstopsparing;30-12-2016;-2800,00;3988,37
02-01-2017;Dankort-nota Jensens Bageri  6827;02-01-2017;-17,00;6788,37
02-01-2017;Dankort-nota Netto Åkirkeby 39371;02-01-2017;-201,50;6805,37
02-01-2017;Dankort-nota FDB Kvickly Rø 27690;02-01-2017;-20,00;7006,87
02-01-2017;Dankort-nota FDB Kvickly Rø 10384;02-01-2017;-67,95;7026,87
02-01-2017;Dankort-nota AAKIRKEBY-HALLE 5486;02-01-2017;-590,00;7094,82
02-01-2017;Dankort-nota Jysk D050      86671;02-01-2017;-200,00;7684,82
30-12-2016;Bgs budget;30-12-2016;-11500,00;7884,82
30-12-2016;Dankort-nota Netto Vibegård 48886;30-12-2016;-274,40;19384,82
30-12-2016;Dankort-nota Jensens Bageri  6215;30-12-2016;-37,00;19659,22
30-12-2016;Løn;30-12-2016;18642,51;19696,22
